timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1613306909224,7,getBooks request,200,,External app 1-24,text,true,,126,118,28,28,http://localhost:8080/books/,6,0,0
1613306909232,8,getBooks request,200,,External app 1-24,text,true,,126,118,28,28,http://localhost:8080/books/,7,0,0
1613306909241,9,getBooks request,200,,External app 1-24,text,true,,126,118,28,28,http://localhost:8080/books/,8,0,0
1613306908760,494,getBooks request,200,,External app 1-14,text,true,,126,118,28,28,http://localhost:8080/books/,469,0,0
1613306909251,7,getBooks request,200,,External app 1-24,text,true,,126,118,28,28,http://localhost:8080/books/,7,0,0
1613306909259,6,getBooks request,200,,External app 1-24,text,true,,126,118,28,28,http://localhost:8080/books/,5,0,0
1613306908830,442,getBooks request,200,,External app 1-22,text,true,,126,118,27,27,http://localhost:8080/books/,441,0,0
1613306908174,1102,getBooks request,200,,External app 1-6,text,true,,126,118,27,27,http://localhost:8080/books/,1102,0,163
1613306909255,29,getBooks request,200,,External app 1-14,text,true,,126,118,27,27,http://localhost:8080/books/,27,0,0
1613306909280,5,getBooks request,200,,External app 1-6,text,true,,126,118,27,27,http://localhost:8080/books/,4,0,0
1613306908176,1112,getBooks request,200,,External app 1-11,text,true,,126,118,27,27,http://localhost:8080/books/,661,0,130
1613306909286,7,getBooks request,200,,External app 1-6,text,true,,126,118,27,27,http://localhost:8080/books/,7,0,0
1613306909285,12,getBooks request,200,,External app 1-14,text,true,,126,118,27,27,http://localhost:8080/books/,10,0,0
1613306909294,6,getBooks request,200,,External app 1-6,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306909301,7,getBooks request,200,,External app 1-6,text,true,,126,118,27,27,http://localhost:8080/books/,7,0,0
1613306909309,13,getBooks request,200,,External app 1-6,text,true,,126,118,27,27,http://localhost:8080/books/,12,0,0
1613306909323,8,getBooks request,200,,External app 1-6,text,true,,126,118,27,27,http://localhost:8080/books/,6,0,0
1613306908350,986,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,984,0,4
1613306909299,39,getBooks request,200,,External app 1-14,text,true,,126,118,27,27,http://localhost:8080/books/,29,0,0
1613306909332,6,getBooks request,200,,External app 1-6,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306909339,6,getBooks request,200,,External app 1-6,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306909337,11,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,11,0,0
1613306909350,7,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306908174,1186,getBooks request,200,,External app 1-1,text,true,,126,118,27,27,http://localhost:8080/books/,1168,0,135
1613306909358,7,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,6,0,0
1613306909367,6,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306909374,5,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306908639,743,getBooks request,200,,External app 1-29,text,true,,126,118,27,27,http://localhost:8080/books/,742,0,5
1613306909380,6,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,6,0,0
1613306909383,6,getBooks request,200,,External app 1-29,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306909387,6,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306909390,7,getBooks request,200,,External app 1-29,text,true,,126,118,27,27,http://localhost:8080/books/,7,0,0
1613306908176,1221,getBooks request,200,,External app 1-8,text,true,,126,118,27,27,http://localhost:8080/books/,1215,0,129
1613306909394,11,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,11,0,0
1613306909399,6,getBooks request,200,,External app 1-29,text,true,,126,118,27,27,http://localhost:8080/books/,4,0,0
1613306908174,1234,getBooks request,200,,External app 1-3,text,true,,126,118,27,27,http://localhost:8080/books/,1234,0,164
1613306909406,6,getBooks request,200,,External app 1-29,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306909406,7,getBooks request,200,,External app 1-20,text,true,,126,118,27,27,http://localhost:8080/books/,5,0,0
1613306909413,4,getBooks request,200,,External app 1-29,text,true,,126,118,26,26,http://localhost:8080/books/,3,0,0
1613306909411,7,getBooks request,200,,External app 1-3,text,true,,126,118,26,26,http://localhost:8080/books/,6,0,0
1613306909418,8,getBooks request,200,,External app 1-29,text,true,,126,118,26,26,http://localhost:8080/books/,7,0,0
1613306909399,31,getBooks request,200,,External app 1-8,text,true,,126,118,26,26,http://localhost:8080/books/,11,0,0
1613306909427,6,getBooks request,200,,External app 1-29,text,true,,126,118,26,26,http://localhost:8080/books/,6,0,0
1613306909434,5,getBooks request,200,,External app 1-29,text,true,,126,118,26,26,http://localhost:8080/books/,4,0,0
1613306908176,1265,getBooks request,200,,External app 1-7,text,true,,126,118,26,26,http://localhost:8080/books/,1234,0,129
1613306908767,674,getBooks request,200,,External app 1-28,text,true,,126,118,26,26,http://localhost:8080/books/,673,0,0
1613306909440,8,getBooks request,200,,External app 1-29,text,true,,126,118,26,26,http://localhost:8080/books/,7,0,0
1613306909442,12,getBooks request,200,,External app 1-28,text,true,,126,118,25,25,http://localhost:8080/books/,11,0,0
1613306909455,6,getBooks request,200,,External app 1-28,text,true,,126,118,25,25,http://localhost:8080/books/,6,0,0
1613306909462,5,getBooks request,200,,External app 1-28,text,true,,126,118,25,25,http://localhost:8080/books/,5,0,0
1613306909468,5,getBooks request,200,,External app 1-28,text,true,,126,118,25,25,http://localhost:8080/books/,5,0,0
1613306908856,621,getBooks request,200,,External app 1-12,text,true,,126,118,25,25,http://localhost:8080/books/,619,0,0
1613306909474,6,getBooks request,200,,External app 1-28,text,true,,126,118,25,25,http://localhost:8080/books/,5,0,0
1613306908849,632,getBooks request,200,,External app 1-17,text,true,,126,118,25,25,http://localhost:8080/books/,629,0,0
1613306908844,642,getBooks request,200,,External app 1-25,text,true,,126,118,25,25,http://localhost:8080/books/,641,0,0
1613306909481,8,getBooks request,200,,External app 1-28,text,true,,126,118,25,25,http://localhost:8080/books/,5,0,0
1613306909487,10,getBooks request,200,,External app 1-25,text,true,,126,118,25,25,http://localhost:8080/books/,9,0,0
1613306909490,11,getBooks request,200,,External app 1-28,text,true,,126,118,25,25,http://localhost:8080/books/,4,0,0
1613306909498,10,getBooks request,200,,External app 1-25,text,true,,126,118,25,25,http://localhost:8080/books/,9,0,0
1613306909509,6,getBooks request,200,,External app 1-25,text,true,,126,118,25,25,http://localhost:8080/books/,5,0,0
1613306909516,6,getBooks request,200,,External app 1-25,text,true,,126,118,25,25,http://localhost:8080/books/,5,0,0
1613306909502,24,getBooks request,200,,External app 1-28,text,true,,126,118,25,25,http://localhost:8080/books/,22,0,0
1613306909523,6,getBooks request,200,,External app 1-25,text,true,,126,118,24,24,http://localhost:8080/books/,5,0,0
1613306909481,52,getBooks request,200,,External app 1-17,text,true,,126,118,24,24,http://localhost:8080/books/,51,0,0
1613306908901,634,getBooks request,200,,External app 1-18,text,true,,126,118,24,24,http://localhost:8080/books/,631,0,0
1613306909530,5,getBooks request,200,,External app 1-25,text,true,,126,118,24,24,http://localhost:8080/books/,4,0,0
1613306909536,4,getBooks request,200,,External app 1-25,text,true,,126,118,24,24,http://localhost:8080/books/,4,0,0
1613306909536,4,getBooks request,200,,External app 1-18,text,true,,126,118,24,24,http://localhost:8080/books/,4,0,0
1613306909541,8,getBooks request,200,,External app 1-25,text,true,,126,118,24,24,http://localhost:8080/books/,5,0,0
1613306909534,20,getBooks request,200,,External app 1-17,text,true,,126,118,23,23,http://localhost:8080/books/,7,0,0
1613306909541,19,getBooks request,200,,External app 1-18,text,true,,126,118,23,23,http://localhost:8080/books/,16,0,0
1613306909555,7,getBooks request,200,,External app 1-17,text,true,,126,118,23,23,http://localhost:8080/books/,6,0,0
1613306908901,661,getBooks request,200,,External app 1-21,text,true,,126,118,23,23,http://localhost:8080/books/,658,0,0
1613306909561,4,getBooks request,200,,External app 1-18,text,true,,126,118,23,23,http://localhost:8080/books/,4,0,0
1613306909563,9,getBooks request,200,,External app 1-21,text,true,,126,118,23,23,http://localhost:8080/books/,8,0,0
1613306909566,9,getBooks request,200,,External app 1-18,text,true,,126,118,23,23,http://localhost:8080/books/,6,0,0
1613306908982,594,getBooks request,200,,External app 1-27,text,true,,126,118,23,23,http://localhost:8080/books/,592,0,0
1613306909573,5,getBooks request,200,,External app 1-21,text,true,,126,118,23,23,http://localhost:8080/books/,5,0,0
1613306909575,6,getBooks request,200,,External app 1-18,text,true,,126,118,23,23,http://localhost:8080/books/,5,0,0
1613306909579,5,getBooks request,200,,External app 1-21,text,true,,126,118,23,23,http://localhost:8080/books/,5,0,0
1613306909585,5,getBooks request,200,,External app 1-21,text,true,,126,118,23,23,http://localhost:8080/books/,4,0,0
1613306909582,8,getBooks request,200,,External app 1-18,text,true,,126,118,23,23,http://localhost:8080/books/,6,0,0
1613306909577,16,getBooks request,200,,External app 1-27,text,true,,126,118,23,23,http://localhost:8080/books/,13,0,0
1613306909591,4,getBooks request,200,,External app 1-21,text,true,,126,118,23,23,http://localhost:8080/books/,3,0,0
1613306909591,6,getBooks request,200,,External app 1-18,text,true,,126,118,23,23,http://localhost:8080/books/,5,0,0
1613306908791,808,getBooks request,200,,External app 1-4,text,true,,126,118,23,23,http://localhost:8080/books/,780,0,0
1613306909597,4,getBooks request,200,,External app 1-18,text,true,,126,118,23,23,http://localhost:8080/books/,4,0,0
1613306909596,5,getBooks request,200,,External app 1-21,text,true,,126,118,23,23,http://localhost:8080/books/,4,0,0
1613306909602,11,getBooks request,200,,External app 1-21,text,true,,126,118,22,22,http://localhost:8080/books/,10,0,0
1613306908997,619,getBooks request,200,,External app 1-9,text,true,,126,118,22,22,http://localhost:8080/books/,614,0,0
1613306909614,5,getBooks request,200,,External app 1-21,text,true,,126,118,22,22,http://localhost:8080/books/,5,0,0
1613306909617,12,getBooks request,200,,External app 1-9,text,true,,126,118,21,21,http://localhost:8080/books/,11,0,0
1613306909630,6,getBooks request,200,,External app 1-9,text,true,,126,118,21,21,http://localhost:8080/books/,5,0,0
1613306909600,41,getBooks request,200,,External app 1-4,text,true,,126,118,21,21,http://localhost:8080/books/,35,0,0
1613306909637,7,getBooks request,200,,External app 1-9,text,true,,126,118,21,21,http://localhost:8080/books/,7,0,0
1613306909642,7,getBooks request,200,,External app 1-4,text,true,,126,118,20,20,http://localhost:8080/books/,6,0,0
1613306909650,6,getBooks request,200,,External app 1-4,text,true,,126,118,20,20,http://localhost:8080/books/,5,0,0
1613306909025,634,getBooks request,200,,External app 1-5,text,true,,126,118,20,20,http://localhost:8080/books/,633,0,0
1613306909657,5,getBooks request,200,,External app 1-4,text,true,,126,118,20,20,http://localhost:8080/books/,5,0,0
1613306908766,897,getBooks request,200,,External app 1-26,text,true,,126,118,20,20,http://localhost:8080/books/,895,0,0
1613306909660,8,getBooks request,200,,External app 1-5,text,true,,126,118,20,20,http://localhost:8080/books/,7,0,0
1613306909663,8,getBooks request,200,,External app 1-4,text,true,,126,118,20,20,http://localhost:8080/books/,7,0,0
1613306909669,6,getBooks request,200,,External app 1-5,text,true,,126,118,20,20,http://localhost:8080/books/,6,0,0
1613306909672,6,getBooks request,200,,External app 1-4,text,true,,126,118,19,19,http://localhost:8080/books/,5,0,0
1613306909663,20,getBooks request,200,,External app 1-26,text,true,,126,118,19,19,http://localhost:8080/books/,18,0,0
1613306909679,6,getBooks request,200,,External app 1-4,text,true,,126,118,19,19,http://localhost:8080/books/,4,0,0
1613306909104,586,getBooks request,200,,External app 1-16,text,true,,126,118,18,18,http://localhost:8080/books/,584,0,0
1613306909684,8,getBooks request,200,,External app 1-26,text,true,,126,118,18,18,http://localhost:8080/books/,7,0,0
1613306909693,5,getBooks request,200,,External app 1-26,text,true,,126,118,18,18,http://localhost:8080/books/,4,0,0
1613306909690,9,getBooks request,200,,External app 1-16,text,true,,126,118,18,18,http://localhost:8080/books/,7,0,0
1613306909699,4,getBooks request,200,,External app 1-26,text,true,,126,118,18,18,http://localhost:8080/books/,4,0,0
1613306909116,592,getBooks request,200,,External app 1-15,text,true,,126,118,18,18,http://localhost:8080/books/,591,0,0
1613306909704,5,getBooks request,200,,External app 1-26,text,true,,126,118,18,18,http://localhost:8080/books/,5,0,0
1613306909273,441,getBooks request,200,,External app 1-22,text,true,,126,118,18,18,http://localhost:8080/books/,440,0,0
1613306909709,6,getBooks request,200,,External app 1-15,text,true,,126,118,18,18,http://localhost:8080/books/,4,0,0
1613306909712,7,getBooks request,200,,External app 1-26,text,true,,126,118,17,17,http://localhost:8080/books/,5,0,0
1613306909715,6,getBooks request,200,,External app 1-22,text,true,,126,118,17,17,http://localhost:8080/books/,5,0,0
1613306909720,6,getBooks request,200,,External app 1-26,text,true,,126,118,17,17,http://localhost:8080/books/,5,0,0
1613306909724,8,getBooks request,200,,External app 1-22,text,true,,126,118,17,17,http://localhost:8080/books/,7,0,0
1613306909727,5,getBooks request,200,,External app 1-26,text,true,,126,118,17,17,http://localhost:8080/books/,4,0,0
1613306909289,451,getBooks request,200,,External app 1-11,text,true,,126,118,16,16,http://localhost:8080/books/,448,0,0
1613306909733,7,getBooks request,200,,External app 1-22,text,true,,126,118,16,16,http://localhost:8080/books/,6,0,0
1613306909741,4,getBooks request,200,,External app 1-22,text,true,,126,118,16,16,http://localhost:8080/books/,3,0,0
1613306909741,10,getBooks request,200,,External app 1-11,text,true,,126,118,15,15,http://localhost:8080/books/,9,0,0
1613306909752,4,getBooks request,200,,External app 1-11,text,true,,126,118,15,15,http://localhost:8080/books/,4,0,0
1613306909757,5,getBooks request,200,,External app 1-11,text,true,,126,118,15,15,http://localhost:8080/books/,5,0,0
1613306909763,5,getBooks request,200,,External app 1-11,text,true,,126,118,15,15,http://localhost:8080/books/,5,0,0
1613306909769,7,getBooks request,200,,External app 1-11,text,true,,126,118,15,15,http://localhost:8080/books/,7,0,0
1613306909777,8,getBooks request,200,,External app 1-11,text,true,,126,118,15,15,http://localhost:8080/books/,7,0,0
1613306909787,9,getBooks request,200,,External app 1-11,text,true,,126,118,15,15,http://localhost:8080/books/,6,0,0
1613306909797,6,getBooks request,200,,External app 1-11,text,true,,126,118,15,15,http://localhost:8080/books/,6,0,0
1613306909346,500,getBooks request,200,,External app 1-6,text,true,,126,118,14,14,http://localhost:8080/books/,499,0,0
1613306909339,521,getBooks request,200,,External app 1-14,text,true,,126,118,13,13,http://localhost:8080/books/,520,0,0
1613306909861,13,getBooks request,200,,External app 1-14,text,true,,126,118,13,13,http://localhost:8080/books/,10,0,0
1613306909875,7,getBooks request,200,,External app 1-14,text,true,,126,118,13,13,http://localhost:8080/books/,6,0,0
1613306909364,527,getBooks request,200,,External app 1-1,text,true,,126,118,13,13,http://localhost:8080/books/,524,0,0
1613306909892,14,getBooks request,200,,External app 1-1,text,true,,126,118,13,13,http://localhost:8080/books/,10,0,0
1613306909908,5,getBooks request,200,,External app 1-1,text,true,,126,118,13,13,http://localhost:8080/books/,4,0,0
1613306909914,7,getBooks request,200,,External app 1-1,text,true,,126,118,13,13,http://localhost:8080/books/,6,0,0
1613306909922,7,getBooks request,200,,External app 1-1,text,true,,126,118,13,13,http://localhost:8080/books/,7,0,0
1613306908699,1234,getBooks request,200,,External app 1-30,text,true,,126,118,13,13,http://localhost:8080/books/,1219,0,8
1613306909930,9,getBooks request,200,,External app 1-1,text,true,,126,118,13,13,http://localhost:8080/books/,8,0,0
1613306909940,6,getBooks request,200,,External app 1-1,text,true,,126,118,13,13,http://localhost:8080/books/,5,0,0
1613306909947,7,getBooks request,200,,External app 1-1,text,true,,126,118,13,13,http://localhost:8080/books/,6,0,0
1613306909964,8,getBooks request,200,,External app 1-1,text,true,,126,118,13,13,http://localhost:8080/books/,7,0,0
1613306909934,47,getBooks request,200,,External app 1-30,text,true,,126,118,12,12,http://localhost:8080/books/,46,0,0
1613306909983,38,getBooks request,200,,External app 1-30,text,true,,126,118,12,12,http://localhost:8080/books/,32,0,0
1613306910037,7,getBooks request,200,,External app 1-30,text,true,,126,118,12,12,http://localhost:8080/books/,6,0,0
1613306910045,6,getBooks request,200,,External app 1-30,text,true,,126,118,12,12,http://localhost:8080/books/,5,0,0
1613306910052,7,getBooks request,200,,External app 1-30,text,true,,126,118,12,12,http://localhost:8080/books/,6,0,0
1613306910060,7,getBooks request,200,,External app 1-30,text,true,,126,118,12,12,http://localhost:8080/books/,6,0,0
1613306910069,5,getBooks request,200,,External app 1-30,text,true,,126,118,12,12,http://localhost:8080/books/,4,0,0
1613306910075,4,getBooks request,200,,External app 1-30,text,true,,126,118,12,12,http://localhost:8080/books/,4,0,0
1613306910080,4,getBooks request,200,,External app 1-30,text,true,,126,118,12,12,http://localhost:8080/books/,4,0,0
1613306908849,1254,getBooks request,200,,External app 1-2,text,true,,126,118,11,11,http://localhost:8080/books/,1254,0,0
1613306909419,690,getBooks request,200,,External app 1-3,text,true,,126,118,11,11,http://localhost:8080/books/,688,0,0
1613306909478,638,getBooks request,200,,External app 1-12,text,true,,126,118,11,11,http://localhost:8080/books/,637,0,0
1613306909700,435,getBooks request,200,,External app 1-16,text,true,,126,118,11,11,http://localhost:8080/books/,433,0,0
1613306909883,269,getBooks request,200,,External app 1-14,text,true,,126,118,11,11,http://localhost:8080/books/,22,0,0
1613306910153,8,getBooks request,200,,External app 1-14,text,true,,126,118,11,11,http://localhost:8080/books/,7,0,0
1613306908886,1290,getBooks request,200,,External app 1-13,text,true,,126,118,10,10,http://localhost:8080/books/,1290,0,0
1613306910178,5,getBooks request,200,,External app 1-13,text,true,,126,118,10,10,http://localhost:8080/books/,4,0,0
1613306910184,6,getBooks request,200,,External app 1-13,text,true,,126,118,10,10,http://localhost:8080/books/,4,0,0
1613306910191,5,getBooks request,200,,External app 1-13,text,true,,126,118,10,10,http://localhost:8080/books/,4,0,0
1613306910197,4,getBooks request,200,,External app 1-13,text,true,,126,118,10,10,http://localhost:8080/books/,3,0,0
1613306910201,8,getBooks request,200,,External app 1-13,text,true,,126,118,10,10,http://localhost:8080/books/,7,0,0
1613306910210,4,getBooks request,200,,External app 1-13,text,true,,126,118,10,10,http://localhost:8080/books/,4,0,0
1613306910215,7,getBooks request,200,,External app 1-13,text,true,,126,118,10,10,http://localhost:8080/books/,6,0,0
1613306910223,4,getBooks request,200,,External app 1-13,text,true,,126,118,10,10,http://localhost:8080/books/,4,0,0
1613306909442,793,getBooks request,200,,External app 1-7,text,true,,126,118,9,9,http://localhost:8080/books/,793,0,0
1613306910104,133,getBooks request,200,,External app 1-2,text,true,,126,118,9,9,http://localhost:8080/books/,131,0,0
1613306910236,6,getBooks request,200,,External app 1-7,text,true,,126,118,9,9,http://localhost:8080/books/,5,0,0
1613306910243,5,getBooks request,200,,External app 1-7,text,true,,126,118,9,9,http://localhost:8080/books/,3,0,0
1613306910249,4,getBooks request,200,,External app 1-7,text,true,,126,118,9,9,http://localhost:8080/books/,4,0,0
1613306910238,15,getBooks request,200,,External app 1-2,text,true,,126,118,9,9,http://localhost:8080/books/,14,0,0
1613306910254,6,getBooks request,200,,External app 1-7,text,true,,126,118,9,9,http://localhost:8080/books/,5,0,0
1613306910260,7,getBooks request,200,,External app 1-7,text,true,,126,118,9,9,http://localhost:8080/books/,6,0,0
1613306910270,7,getBooks request,200,,External app 1-7,text,true,,126,118,9,9,http://localhost:8080/books/,7,0,0
1613306910296,15,getBooks request,200,,External app 1-7,text,true,,126,118,9,9,http://localhost:8080/books/,14,0,0
